State,Destination,FieldPath,Name,OldUrl,NewUrl,Provider,Confidence,Action,Reason
"Andaman & Nicobar","saddle-peak-national-park","topPlaces[0].photos[0]","Saddle Peak (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/On_short_leave_to_Japan_%28IA_onshortleavetoja00younrich%29.pdf/page1-500px-On_short_leave_to_Japan_%28IA_onshortleavetoja00younrich%29.pdf.jpg","https://images.pexels.com/photos/18253487/pexels-photo-18253487.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","saddle-peak-national-park","topPlaces[0].photos[1]","Saddle Peak (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/On_short_leave_to_Japan_%28IA_cu31924023219748%29.pdf/page1-500px-On_short_leave_to_Japan_%28IA_cu31924023219748%29.pdf.jpg","https://images.pexels.com/photos/18277778/pexels-photo-18277778.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","gallery[1]","South Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/In_the_Andamans_and_Nicobars%3B_the_narrative_of_a_cruise_in_the_schooner_%22Terrapin%22%2C_with_notices_of_the_islands%2C_their_fauna%2C_ethnology%2C_etc._%28IA_inandamansnicoba00klos%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/7898444/pexels-photo-7898444.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","gallery[2]","South Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Identification_of_Potential_Marine_Important_Bird_Areas_IBAs_in_India_Mistnet.pdf/page1-1280px-Identification_of_Potential_Marine_Important_Bird_Areas_IBAs_in_India_Mistnet.pdf.jpg","https://images.pexels.com/photos/30188165/pexels-photo-30188165.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","gallery[3]","South Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Annual_report_of_the_Director_to_the_Board_of_Trustees_for_the_year_..._%28IA_annualreportofdi32fiel%29.pdf/page1-500px-Annual_report_of_the_Director_to_the_Board_of_Trustees_for_the_year_..._%28IA_annualreportofdi32fiel%29.pdf.jpg","https://images.pexels.com/photos/37943752/pexels-photo-37943752.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[0].image","Middle Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flora_of_Buck_Island_Reef_National_Monument_%28U.S._Virgin_Islands%29_%28IA_CAT77683252%29.pdf/page1-960px-Flora_of_Buck_Island_Reef_National_Monument_%28U.S._Virgin_Islands%29_%28IA_CAT77683252%29.pdf.jpg","https://images.pexels.com/photos/7898438/pexels-photo-7898438.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[0].photos[0]","Middle Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flora_of_Buck_Island_Reef_National_Monument_%28U.S._Virgin_Islands%29_%28IA_CAT77683252%29.pdf/page1-960px-Flora_of_Buck_Island_Reef_National_Monument_%28U.S._Virgin_Islands%29_%28IA_CAT77683252%29.pdf.jpg","https://images.pexels.com/photos/14364297/pexels-photo-14364297.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[0].photos[1]","Middle Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Geological_history_of_Crater_Lake%2C_Crater_Lake_national_park_%28IA_geologicalhistor00dillrich%29.pdf/page1-1280px-Geological_history_of_Crater_Lake%2C_Crater_Lake_national_park_%28IA_geologicalhistor00dillrich%29.pdf.jpg","https://images.pexels.com/photos/37943746/pexels-photo-37943746.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[0].photos[2]","Middle Button Island National Park","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/National_park_pictures_collected_and_exhibited_by_the_Department_of_the_Interior_%28IA_nationalparkpict00deparich%29.pdf/page1-500px-National_park_pictures_collected_and_exhibited_by_the_Department_of_the_Interior_%28IA_nationalparkpict00deparich%29.pdf.jpg","https://images.pexels.com/photos/25033671/pexels-photo-25033671.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[1].photos[1]","Button Islands (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/In_the_Andamans_and_Nicobars%3B_the_narrative_of_a_cruise_in_the_schooner_%22Terrapin%22%2C_with_notices_of_the_islands%2C_their_fauna%2C_ethnology%2C_etc._%28IA_inandamansnicoba00klos%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/38365373/pexels-photo-38365373.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[2].image","Outram Island","https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Historical_collections_of_the_Essex_Institute_%28IA_historicalcollec32esse%29.pdf/page1-960px-Historical_collections_of_the_Essex_Institute_%28IA_historicalcollec32esse%29.pdf.jpg","https://images.pexels.com/photos/32024340/pexels-photo-32024340.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[2].photos[0]","Outram Island","https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Historical_collections_of_the_Essex_Institute_%28IA_historicalcollec32esse%29.pdf/page1-960px-Historical_collections_of_the_Essex_Institute_%28IA_historicalcollec32esse%29.pdf.jpg","https://images.pexels.com/photos/2867732/pexels-photo-2867732.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[2].photos[1]","Outram Island","https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Gunner_Jingo%27s_jubilee_%28IA_gunnerjingosjubi00strarich%29.pdf/page1-500px-Gunner_Jingo%27s_jubilee_%28IA_gunnerjingosjubi00strarich%29.pdf.jpg","https://images.pexels.com/photos/35664953/pexels-photo-35664953.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[2].photos[2]","Outram Island","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/The_Auk_%28IA_auk211904amer%29.pdf/page1-500px-The_Auk_%28IA_auk211904amer%29.pdf.jpg","https://images.pexels.com/photos/16948682/pexels-photo-16948682.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[3].image","Henry Lawrence Island","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/The_Seventh_Regiment_Rhode_Island_Volunteers_in_the_Civil_War%2C_1862-1865_%28IA_seventhregimentr00hopkins%29.pdf/page1-960px-The_Seventh_Regiment_Rhode_Island_Volunteers_in_the_Civil_War%2C_1862-1865_%28IA_seventhregimentr00hopkins%29.pdf.jpg","https://images.pexels.com/photos/19755205/pexels-photo-19755205.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[3].photos[0]","Henry Lawrence Island","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/The_Seventh_Regiment_Rhode_Island_Volunteers_in_the_Civil_War%2C_1862-1865_%28IA_seventhregimentr00hopkins%29.pdf/page1-960px-The_Seventh_Regiment_Rhode_Island_Volunteers_in_the_Civil_War%2C_1862-1865_%28IA_seventhregimentr00hopkins%29.pdf.jpg","https://images.pexels.com/photos/34939155/pexels-photo-34939155.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[3].photos[1]","Henry Lawrence Island","https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Analyses_of_waters_of_the_Yellowstone_National_Park_-_with_an_account_of_the_methods_of_analysis_employed_%28IA_analysesofwaters00gooc%29.pdf/page1-500px-Analyses_of_waters_of_the_Yellowstone_National_Park_-_with_an_account_of_the_methods_of_analysis_employed_%28IA_analysesofwaters00gooc%29.pdf.jpg","https://images.pexels.com/photos/24964076/pexels-photo-24964076.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[4].photos[1]","Strait Island","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/A_national_history_of_Australia%2C_New_Zealand_%26_the_adjacent_islands_from_their_discovery_to_the_centennial_era_and_from_that_period_to_the_present_day_%28IA_nationalhistoryo00thom%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/18277778/pexels-photo-18277778.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","south-button-island-national-park","topPlaces[4].photos[2]","Strait Island","https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/The_National_geographic_magazine_%28IA_nationalgeograp421922nati%29.pdf/page1-500px-The_National_geographic_magazine_%28IA_nationalgeograp421922nati%29.pdf.jpg","https://images.pexels.com/photos/18253487/pexels-photo-18253487.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[1].image","HMS Statesman","https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Modern_English_literature%3B_a_selection_of_the_best_known_works_circulated%2C_with_which_is_embodied_a_guide_to_popular_works_of_fiction_%28IA_modernenglishlit00boot%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/30188165/pexels-photo-30188165.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[1].photos[0]","HMS Statesman","https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Modern_English_literature%3B_a_selection_of_the_best_known_works_circulated%2C_with_which_is_embodied_a_guide_to_popular_works_of_fiction_%28IA_modernenglishlit00boot%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/12895436/pexels-photo-12895436.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[2].photos[2]","Netaji Stadium","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Behar_Herald_15-11-2018.pdf/page1-1280px-Behar_Herald_15-11-2018.pdf.jpg","https://images.pexels.com/photos/34968504/pexels-photo-34968504.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[4].image","Diocese of Port Blair","https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Imperial_Britain%3B_a_comprehensive_description_of_the_geography%2C_history%2C_commerce%2C_trade%2C_government%2C_and_religion_of_the_British_empire_%28IA_imperialbritainc00johnrich%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/25033671/pexels-photo-25033671.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[4].photos[0]","Diocese of Port Blair","https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Imperial_Britain%3B_a_comprehensive_description_of_the_geography%2C_history%2C_commerce%2C_trade%2C_government%2C_and_religion_of_the_British_empire_%28IA_imperialbritainc00johnrich%29.pdf/page1-500px-thumbnail.pdf.jpg","https://images.pexels.com/photos/33429145/pexels-photo-33429145.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[4].photos[1]","Diocese of Port Blair","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/California_Digital_Library_%28IA_britishempireath04sand%29.pdf/page1-500px-California_Digital_Library_%28IA_britishempireath04sand%29.pdf.jpg","https://images.pexels.com/photos/33925524/pexels-photo-33925524.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[6].image","2014 Andaman boat disaster","https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/INCREASED_MARITIME_COOPERATION-_INDIA_AND_SOUTHEAST_ASIA_%28IA_increasedmaritim1094562778%29.pdf/page1-960px-INCREASED_MARITIME_COOPERATION-_INDIA_AND_SOUTHEAST_ASIA_%28IA_increasedmaritim1094562778%29.pdf.jpg","https://images.pexels.com/photos/7898444/pexels-photo-7898444.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","sri-vetrimalai-murugan-temple","topPlaces[6].photos[0]","2014 Andaman boat disaster","https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/INCREASED_MARITIME_COOPERATION-_INDIA_AND_SOUTHEAST_ASIA_%28IA_increasedmaritim1094562778%29.pdf/page1-960px-INCREASED_MARITIME_COOPERATION-_INDIA_AND_SOUTHEAST_ASIA_%28IA_increasedmaritim1094562778%29.pdf.jpg","https://images.pexels.com/photos/8813380/pexels-photo-8813380.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","heroImage","Bamboo Island Wildlife Sanctuary","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombay992002bomb%29.pdf/page1-1280px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombay992002bomb%29.pdf.jpg","https://images.pexels.com/photos/7898444/pexels-photo-7898444.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","gallery[0]","Bamboo Island Wildlife Sanctuary","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombay992002bomb%29.pdf/page1-1280px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombay992002bomb%29.pdf.jpg","https://images.pexels.com/photos/38431147/pexels-photo-38431147.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","gallery[1]","Bamboo Island Wildlife Sanctuary","https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomba1012004bomb%29.pdf/page1-960px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomba1012004bomb%29.pdf.jpg","https://images.pexels.com/photos/26524491/pexels-photo-26524491.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","gallery[2]","Bamboo Island Wildlife Sanctuary","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/The_Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombayn1072bomb%29.pdf/page1-960px-The_Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombayn1072bomb%29.pdf.jpg","https://images.pexels.com/photos/14364297/pexels-photo-14364297.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","gallery[3]","Bamboo Island Wildlife Sanctuary","https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomb10222005bomb%29.pdf/page1-960px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomb10222005bomb%29.pdf.jpg","https://images.pexels.com/photos/25033671/pexels-photo-25033671.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","gallery[4]","Bamboo Island Wildlife Sanctuary","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombay761979bomb%29.pdf/page1-500px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbombay761979bomb%29.pdf.jpg","https://images.pexels.com/photos/31833429/pexels-photo-31833429.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[0].image","Stewart Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/On_the_aboriginal_inhabitants_of_the_Andaman_Islands_%28IA_b24764413%29.pdf/page1-500px-On_the_aboriginal_inhabitants_of_the_Andaman_Islands_%28IA_b24764413%29.pdf.jpg","https://images.pexels.com/photos/30188165/pexels-photo-30188165.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[0].photos[0]","Stewart Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/On_the_aboriginal_inhabitants_of_the_Andaman_Islands_%28IA_b24764413%29.pdf/page1-500px-On_the_aboriginal_inhabitants_of_the_Andaman_Islands_%28IA_b24764413%29.pdf.jpg","https://images.pexels.com/photos/32024340/pexels-photo-32024340.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[0].photos[1]","Stewart Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/The_Andaman_Islands_%28IA_TheAndamanIslands%29.pdf/page1-960px-The_Andaman_Islands_%28IA_TheAndamanIslands%29.pdf.jpg","https://images.pexels.com/photos/8039153/pexels-photo-8039153.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[0].photos[2]","Stewart Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Selection_from_the_Records_of_the_Government_of_India_%28Home_Department%2C_No._XXV-_the_Andaman_Islands_with_notes_on_Barren_Island_%28IA_dli.granth.92920%29.pdf/page1-500px-Selection_from_the_Records_of_the_Government_of_India_%28Home_Department%2C_No._XXV-_the_Andaman_Islands_with_notes_on_Barren_Island_%28IA_dli.granth.92920%29.pdf.jpg","https://images.pexels.com/photos/18266185/pexels-photo-18266185.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[1].image","Curlew Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomba1012004bomb%29.pdf/page1-960px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomba1012004bomb%29.pdf.jpg","https://images.pexels.com/photos/2867732/pexels-photo-2867732.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[1].photos[0]","Curlew Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomba1012004bomb%29.pdf/page1-960px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journalofbomba1012004bomb%29.pdf.jpg","https://images.pexels.com/photos/35126115/pexels-photo-35126115.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[1].photos[1]","Curlew Island (Andaman Islands)","https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Journal_of_the_Bombay_Natural_History_Society_%28IA_journal83198618861986bomb%29.pdf/page1-500px-Journal_of_the_Bombay_Natural_History_Society_%28IA_journal83198618861986bomb%29.pdf.jpg","https://images.pexels.com/photos/32543389/pexels-photo-32543389.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
"Andaman & Nicobar","bamboo-island-wildlife-sanctuary","topPlaces[3].image","Stewart Sound Group","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/The_Avicultural_magazine_%28IA_aviculturalma10922003asco%29.pdf/page1-500px-The_Avicultural_magazine_%28IA_aviculturalma10922003asco%29.pdf.jpg","https://images.pexels.com/photos/28783524/pexels-photo-28783524.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","pexels","100","APPLIED","Placeholder URL"
